"date","pref","category","value","year","week_label_clean"
"2012-09-16","福島県","インフルエンザ",0.11,2012,"9月10日～9月16日（2012年）"
"2012-09-23","福島県","インフルエンザ",0.16,2012,"9月17日～9月23日（2012年）"
"2012-09-30","福島県","インフルエンザ",0.13,2012,"9月24日～9月30日（2012年）"
"2012-10-07","福島県","インフルエンザ",0.14,2012,"10月1日～10月7日（2012年）"
"2012-10-14","福島県","インフルエンザ",0,2012,"10月8日～10月14日（2012年）"
"2012-10-21","福島県","インフルエンザ",0.04,2012,"10月15日～10月21日（2012年）"
"2012-10-28","福島県","インフルエンザ",0.08,2012,"10月22日～10月28日（2012年）"
"2012-11-04","福島県","インフルエンザ",0.1,2012,"10月29日～11月4日（2012年）"
"2012-11-11","福島県","インフルエンザ",0.49,2012,"11月5日～11月11日（2012年）"
"2012-11-18","福島県","インフルエンザ",0.25,2012,"11月12日～11月18日（2012年）"
"2012-11-25","福島県","インフルエンザ",0.33,2012,"11月19日～11月25日（2012年）"
"2012-12-02","福島県","インフルエンザ",0.39,2012,"11月26日～12月2日（2012年）"
"2012-12-09","福島県","インフルエンザ",0.41,2012,"12月3日～12月9日（2012年）"
"2012-12-16","福島県","インフルエンザ",0.84,2012,"12月10日～12月16日（2012年）"
"2012-12-23","福島県","インフルエンザ",1.41,2012,"12月17日～12月23日（2012年）"
"2012-12-30","福島県","インフルエンザ",4.8,2012,"12月24日～12月30日（2012年）"
"2013-01-06","福島県","インフルエンザ",9.75,2013,"12月31日～1月6日（2013年）"
"2013-01-13","福島県","インフルエンザ",20.74,2013,"1月7日～1月13日（2013年）"
"2013-01-20","福島県","インフルエンザ",38.63,2013,"1月14日～1月20日（2013年）"
"2013-01-27","福島県","インフルエンザ",45.41,2013,"1月21日～1月27日（2013年）"
"2013-02-03","福島県","インフルエンザ",35.43,2013,"1月28日～2月3日（2013年）"
"2013-02-10","福島県","インフルエンザ",24.95,2013,"2月4日～2月10日（2013年）"
"2013-02-17","福島県","インフルエンザ",14.18,2013,"2月11日～2月17日（2013年）"
"2013-02-24","福島県","インフルエンザ",11.08,2013,"2月18日～2月24日（2013年）"
"2013-03-03","福島県","インフルエンザ",8.54,2013,"2月25日～3月3日（2013年）"
"2013-03-10","福島県","インフルエンザ",6.38,2013,"3月4日～3月10日（2013年）"
"2013-03-17","福島県","インフルエンザ",4.59,2013,"3月11日～3月17日（2013年）"
"2013-03-24","福島県","インフルエンザ",4.57,2013,"3月18日～3月24日（2013年）"
"2013-03-31","福島県","インフルエンザ",2.99,2013,"3月25日～3月31日（2013年）"
"2013-04-07","福島県","インフルエンザ",2.29,2013,"4月1日～4月7日（2013年）"
"2013-04-14","福島県","インフルエンザ",1.33,2013,"4月8日～4月14日（2013年）"
"2013-04-21","福島県","インフルエンザ",1.97,2013,"4月15日～4月21日（2013年）"
"2013-04-28","福島県","インフルエンザ",2.32,2013,"4月22日～4月28日（2013年）"
"2013-05-05","福島県","インフルエンザ",2.07,2013,"4月29日～5月5日（2013年）"
"2013-05-12","福島県","インフルエンザ",2.16,2013,"5月6日～5月12日（2013年）"
"2013-05-19","福島県","インフルエンザ",2.22,2013,"5月13日～5月19日（2013年）"
"2013-05-26","福島県","インフルエンザ",1.45,2013,"5月20日～5月26日（2013年）"
"2013-06-02","福島県","インフルエンザ",0.82,2013,"5月27日～6月2日（2013年）"
"2013-06-09","福島県","インフルエンザ",0.82,2013,"6月3日～6月9日（2013年）"
"2013-06-16","福島県","インフルエンザ",0.42,2013,"6月10日～6月16日（2013年）"
"2013-06-23","福島県","インフルエンザ",0.2,2013,"6月17日～6月23日（2013年）"
"2013-06-30","福島県","インフルエンザ",0.05,2013,"6月24日～6月30日（2013年）"
"2013-07-07","福島県","インフルエンザ",0.03,2013,"7月1日～7月7日（2013年）"
"2013-07-14","福島県","インフルエンザ",0,2013,"7月8日～7月14日（2013年）"
"2013-07-21","福島県","インフルエンザ",0,2013,"7月15日～7月21日（2013年）"
"2013-07-28","福島県","インフルエンザ",0.01,2013,"7月22日～7月28日（2013年）"
